date,store_id,sku_id,prediction,model,family
2024-01-08,STORE0005,SKU0012,47.1441650390625,transformer,dl
2024-01-09,STORE0005,SKU0012,46.590763092041016,transformer,dl
2024-01-10,STORE0005,SKU0012,46.215965270996094,transformer,dl
2024-01-11,STORE0005,SKU0012,46.20388412475586,transformer,dl
2024-01-12,STORE0005,SKU0012,46.46086502075195,transformer,dl
2024-01-13,STORE0005,SKU0012,54.357669830322266,transformer,dl
2024-01-14,STORE0005,SKU0012,54.4485969543457,transformer,dl
2024-01-01,STORE0005,SKU0013,85.70283508300781,transformer,dl
2024-01-02,STORE0005,SKU0013,85.10746002197266,transformer,dl
2024-01-03,STORE0005,SKU0013,85.17274475097656,transformer,dl
2024-01-04,STORE0005,SKU0013,85.9244613647461,transformer,dl
2024-01-05,STORE0005,SKU0013,86.61846160888672,transformer,dl
2024-01-06,STORE0005,SKU0013,104.14237976074219,transformer,dl
2024-01-07,STORE0005,SKU0013,104.51373291015625,transformer,dl
2024-01-08,STORE0005,SKU0013,86.16984558105469,transformer,dl
2024-01-09,STORE0005,SKU0013,85.51197814941406,transformer,dl
2024-01-10,STORE0005,SKU0013,85.7956314086914,transformer,dl
2024-01-11,STORE0005,SKU0013,86.12295532226562,transformer,dl
2024-01-12,STORE0005,SKU0013,86.28601837158203,transformer,dl
2024-01-13,STORE0005,SKU0013,103.19332885742188,transformer,dl
2024-01-14,STORE0005,SKU0013,103.35395812988281,transformer,dl
2024-01-01,STORE0005,SKU0014,61.5963134765625,transformer,dl
2024-01-02,STORE0005,SKU0014,61.125160217285156,transformer,dl
2024-01-03,STORE0005,SKU0014,60.587364196777344,transformer,dl
2024-01-04,STORE0005,SKU0014,60.46596145629883,transformer,dl
2024-01-05,STORE0005,SKU0014,60.87449645996094,transformer,dl
2024-01-06,STORE0005,SKU0014,72.35111999511719,transformer,dl
2024-01-07,STORE0005,SKU0014,72.94290161132812,transformer,dl
2024-01-08,STORE0005,SKU0014,61.430328369140625,transformer,dl
2024-01-09,STORE0005,SKU0014,60.889930725097656,transformer,dl
2024-01-10,STORE0005,SKU0014,60.42947006225586,transformer,dl
2024-01-11,STORE0005,SKU0014,60.292232513427734,transformer,dl
2024-01-12,STORE0005,SKU0014,60.582054138183594,transformer,dl
2024-01-13,STORE0005,SKU0014,71.60427856445312,transformer,dl
2024-01-14,STORE0005,SKU0014,71.45218658447266,transformer,dl
2024-01-01,STORE0005,SKU0015,14.816001892089844,transformer,dl
2024-01-02,STORE0005,SKU0015,14.602710723876953,transformer,dl
2024-01-03,STORE0005,SKU0015,14.196857452392578,transformer,dl
2024-01-04,STORE0005,SKU0015,14.081111907958984,transformer,dl
2024-01-05,STORE0005,SKU0015,14.261154174804688,transformer,dl
2024-01-06,STORE0005,SKU0015,15.917865753173828,transformer,dl
2024-01-07,STORE0005,SKU0015,16.03687286376953,transformer,dl
2024-01-08,STORE0005,SKU0015,14.191734313964844,transformer,dl
2024-01-09,STORE0005,SKU0015,13.89453125,transformer,dl
2024-01-10,STORE0005,SKU0015,13.735462188720703,transformer,dl
2024-01-11,STORE0005,SKU0015,13.892112731933594,transformer,dl
2024-01-12,STORE0005,SKU0015,14.198875427246094,transformer,dl
2024-01-13,STORE0005,SKU0015,15.606964111328125,transformer,dl
2024-01-14,STORE0005,SKU0015,15.61154556274414,transformer,dl
2024-01-01,STORE0005,SKU0016,27.58209228515625,transformer,dl
2024-01-02,STORE0005,SKU0016,27.302623748779297,transformer,dl
2024-01-03,STORE0005,SKU0016,26.85982894897461,transformer,dl
2024-01-04,STORE0005,SKU0016,26.67718505859375,transformer,dl
2024-01-05,STORE0005,SKU0016,26.868213653564453,transformer,dl
2024-01-06,STORE0005,SKU0016,31.521699905395508,transformer,dl
2024-01-07,STORE0005,SKU0016,31.727231979370117,transformer,dl
2024-01-08,STORE0005,SKU0016,27.261985778808594,transformer,dl
2024-01-09,STORE0005,SKU0016,26.873172760009766,transformer,dl
2024-01-10,STORE0005,SKU0016,26.595413208007812,transformer,dl
2024-01-11,STORE0005,SKU0016,26.52474594116211,transformer,dl
2024-01-12,STORE0005,SKU0016,26.725967407226562,transformer,dl
2024-01-13,STORE0005,SKU0016,31.250686645507812,transformer,dl
2024-01-14,STORE0005,SKU0016,31.065378189086914,transformer,dl
2024-01-01,STORE0005,SKU0018,92.04688262939453,transformer,dl
2024-01-02,STORE0005,SKU0018,91.335693359375,transformer,dl
2024-01-03,STORE0005,SKU0018,91.06541442871094,transformer,dl
2024-01-04,STORE0005,SKU0018,91.49588012695312,transformer,dl
2024-01-05,STORE0005,SKU0018,92.2249755859375,transformer,dl
2024-01-06,STORE0005,SKU0018,111.35408782958984,transformer,dl
2024-01-07,STORE0005,SKU0018,111.78988647460938,transformer,dl
2024-01-08,STORE0005,SKU0018,91.58497619628906,transformer,dl
2024-01-09,STORE0005,SKU0018,91.15849304199219,transformer,dl
2024-01-10,STORE0005,SKU0018,91.15116882324219,transformer,dl
2024-01-11,STORE0005,SKU0018,91.40841674804688,transformer,dl
2024-01-12,STORE0005,SKU0018,91.58258056640625,transformer,dl
2024-01-13,STORE0005,SKU0018,110.33134460449219,transformer,dl
2024-01-14,STORE0005,SKU0018,110.48561096191406,transformer,dl
2024-01-01,STORE0005,SKU0019,19.078243255615234,transformer,dl
2024-01-02,STORE0005,SKU0019,19.014930725097656,transformer,dl
2024-01-03,STORE0005,SKU0019,18.668148040771484,transformer,dl
2024-01-04,STORE0005,SKU0019,18.429515838623047,transformer,dl
2024-01-05,STORE0005,SKU0019,18.501148223876953,transformer,dl
2024-01-06,STORE0005,SKU0019,21.23912811279297,transformer,dl
2024-01-07,STORE0005,SKU0019,21.44713592529297,transformer,dl
2024-01-08,STORE0005,SKU0019,18.69835662841797,transformer,dl
2024-01-09,STORE0005,SKU0019,18.472782135009766,transformer,dl
2024-01-10,STORE0005,SKU0019,18.29690170288086,transformer,dl
2024-01-11,STORE0005,SKU0019,18.285995483398438,transformer,dl
2024-01-12,STORE0005,SKU0019,18.47808074951172,transformer,dl
2024-01-13,STORE0005,SKU0019,21.058956146240234,transformer,dl
2024-01-14,STORE0005,SKU0019,21.126319885253906,transformer,dl
2024-01-01,STORE0005,SKU0020,53.73188781738281,transformer,dl
2024-01-02,STORE0005,SKU0020,53.251861572265625,transformer,dl
2024-01-03,STORE0005,SKU0020,52.625465393066406,transformer,dl
2024-01-04,STORE0005,SKU0020,52.376319885253906,transformer,dl
2024-01-05,STORE0005,SKU0020,52.755653381347656,transformer,dl
2024-01-06,STORE0005,SKU0020,61.65471267700195,transformer,dl
2024-01-07,STORE0005,SKU0020,61.97050094604492,transformer,dl
2024-01-08,STORE0005,SKU0020,53.431575775146484,transformer,dl
2024-01-09,STORE0005,SKU0020,52.834110260009766,transformer,dl
2024-01-10,STORE0005,SKU0020,52.43029022216797,transformer,dl
2024-01-11,STORE0005,SKU0020,52.33186340332031,transformer,dl
2024-01-12,STORE0005,SKU0020,52.58363723754883,transformer,dl
2024-01-13,STORE0005,SKU0020,61.005184173583984,transformer,dl
2024-01-14,STORE0005,SKU0020,60.985748291015625,transformer,dl
2024-01-01,STORE0005,SKU0021,58.04081726074219,transformer,dl
2024-01-02,STORE0005,SKU0021,57.759464263916016,transformer,dl
2024-01-03,STORE0005,SKU0021,57.244319915771484,transformer,dl
2024-01-04,STORE0005,SKU0021,57.24799346923828,transformer,dl
2024-01-05,STORE0005,SKU0021,57.7841796875,transformer,dl
2024-01-06,STORE0005,SKU0021,67.8926010131836,transformer,dl
2024-01-07,STORE0005,SKU0021,68.05760192871094,transformer,dl
2024-01-08,STORE0005,SKU0021,58.09941101074219,transformer,dl
2024-01-09,STORE0005,SKU0021,57.5391731262207,transformer,dl
2024-01-10,STORE0005,SKU0021,57.10295867919922,transformer,dl
2024-01-11,STORE0005,SKU0021,57.16451644897461,transformer,dl
2024-01-12,STORE0005,SKU0021,57.62749481201172,transformer,dl
2024-01-13,STORE0005,SKU0021,67.4673080444336,transformer,dl
2024-01-14,STORE0005,SKU0021,67.26594543457031,transformer,dl
2024-01-01,STORE0005,SKU0022,101.13227844238281,transformer,dl
2024-01-02,STORE0005,SKU0022,100.01731872558594,transformer,dl
2024-01-03,STORE0005,SKU0022,99.59614562988281,transformer,dl
2024-01-04,STORE0005,SKU0022,99.95726013183594,transformer,dl
2024-01-05,STORE0005,SKU0022,100.97608947753906,transformer,dl
2024-01-06,STORE0005,SKU0022,121.18321228027344,transformer,dl
2024-01-07,STORE0005,SKU0022,121.56785583496094,transformer,dl
2024-01-08,STORE0005,SKU0022,101.80899047851562,transformer,dl
2024-01-09,STORE0005,SKU0022,100.41316986083984,transformer,dl
2024-01-10,STORE0005,SKU0022,99.66468811035156,transformer,dl
2024-01-11,STORE0005,SKU0022,99.73822021484375,transformer,dl
2024-01-12,STORE0005,SKU0022,100.17062377929688,transformer,dl
2024-01-13,STORE0005,SKU0022,120.37681579589844,transformer,dl
2024-01-14,STORE0005,SKU0022,120.55972290039062,transformer,dl
2024-01-01,STORE0005,SKU0023,73.381591796875,transformer,dl
2024-01-02,STORE0005,SKU0023,72.70250701904297,transformer,dl
2024-01-03,STORE0005,SKU0023,72.68608093261719,transformer,dl
2024-01-04,STORE0005,SKU0023,73.33857727050781,transformer,dl
2024-01-05,STORE0005,SKU0023,74.06771087646484,transformer,dl
2024-01-06,STORE0005,SKU0023,87.86827087402344,transformer,dl
2024-01-07,STORE0005,SKU0023,88.27169799804688,transformer,dl
2024-01-08,STORE0005,SKU0023,72.78116607666016,transformer,dl
2024-01-09,STORE0005,SKU0023,72.15341186523438,transformer,dl
2024-01-10,STORE0005,SKU0023,72.40545654296875,transformer,dl
2024-01-11,STORE0005,SKU0023,73.2001724243164,transformer,dl
2024-01-12,STORE0005,SKU0023,73.83668518066406,transformer,dl
2024-01-13,STORE0005,SKU0023,86.89973449707031,transformer,dl
2024-01-14,STORE0005,SKU0023,86.88909149169922,transformer,dl
2024-01-01,STORE0005,SKU0026,90.99146270751953,transformer,dl
2024-01-02,STORE0005,SKU0026,90.41809844970703,transformer,dl
2024-01-03,STORE0005,SKU0026,90.30593872070312,transformer,dl
2024-01-04,STORE0005,SKU0026,90.33306121826172,transformer,dl
2024-01-05,STORE0005,SKU0026,90.78729248046875,transformer,dl
2024-01-06,STORE0005,SKU0026,110.02153015136719,transformer,dl
2024-01-07,STORE0005,SKU0026,110.62074279785156,transformer,dl
2024-01-08,STORE0005,SKU0026,90.78948211669922,transformer,dl
2024-01-09,STORE0005,SKU0026,89.980224609375,transformer,dl
2024-01-10,STORE0005,SKU0026,90.36927032470703,transformer,dl
2024-01-11,STORE0005,SKU0026,90.86003875732422,transformer,dl
2024-01-12,STORE0005,SKU0026,91.1268310546875,transformer,dl
2024-01-13,STORE0005,SKU0026,110.41249084472656,transformer,dl
2024-01-14,STORE0005,SKU0026,110.2030029296875,transformer,dl
2024-01-01,STORE0005,SKU0027,104.55331420898438,transformer,dl
2024-01-02,STORE0005,SKU0027,103.6784439086914,transformer,dl
2024-01-03,STORE0005,SKU0027,103.19746398925781,transformer,dl
2024-01-04,STORE0005,SKU0027,103.90174865722656,transformer,dl
2024-01-05,STORE0005,SKU0027,104.76417541503906,transformer,dl
2024-01-06,STORE0005,SKU0027,124.54209899902344,transformer,dl
2024-01-07,STORE0005,SKU0027,125.52017211914062,transformer,dl
2024-01-08,STORE0005,SKU0027,104.57237243652344,transformer,dl
2024-01-09,STORE0005,SKU0027,103.57685089111328,transformer,dl
2024-01-10,STORE0005,SKU0027,103.623291015625,transformer,dl
2024-01-11,STORE0005,SKU0027,104.85211181640625,transformer,dl
2024-01-12,STORE0005,SKU0027,105.52171325683594,transformer,dl
2024-01-13,STORE0005,SKU0027,124.66813659667969,transformer,dl
2024-01-14,STORE0005,SKU0027,124.49632263183594,transformer,dl
2024-01-01,STORE0005,SKU0028,105.60255432128906,transformer,dl
2024-01-02,STORE0005,SKU0028,105.10873413085938,transformer,dl
2024-01-03,STORE0005,SKU0028,105.02977752685547,transformer,dl
2024-01-04,STORE0005,SKU0028,105.67059326171875,transformer,dl
2024-01-05,STORE0005,SKU0028,106.72079467773438,transformer,dl
2024-01-06,STORE0005,SKU0028,126.85340881347656,transformer,dl
2024-01-07,STORE0005,SKU0028,127.32478332519531,transformer,dl
2024-01-08,STORE0005,SKU0028,106.49402618408203,transformer,dl
2024-01-09,STORE0005,SKU0028,105.58963012695312,transformer,dl
2024-01-10,STORE0005,SKU0028,105.49613189697266,transformer,dl
2024-01-11,STORE0005,SKU0028,106.36441802978516,transformer,dl
2024-01-12,STORE0005,SKU0028,107.2210464477539,transformer,dl
2024-01-13,STORE0005,SKU0028,127.1619873046875,transformer,dl
2024-01-14,STORE0005,SKU0028,126.81620788574219,transformer,dl
2024-01-01,STORE0005,SKU0031,48.00421905517578,transformer,dl
2024-01-02,STORE0005,SKU0031,47.83370590209961,transformer,dl
2024-01-03,STORE0005,SKU0031,46.95930480957031,transformer,dl
2024-01-04,STORE0005,SKU0031,46.5348014831543,transformer,dl
2024-01-05,STORE0005,SKU0031,46.92073059082031,transformer,dl
2024-01-06,STORE0005,SKU0031,54.9710578918457,transformer,dl
2024-01-07,STORE0005,SKU0031,55.716339111328125,transformer,dl
2024-01-08,STORE0005,SKU0031,48.135108947753906,transformer,dl
2024-01-09,STORE0005,SKU0031,47.17792892456055,transformer,dl
2024-01-10,STORE0005,SKU0031,46.363006591796875,transformer,dl
2024-01-11,STORE0005,SKU0031,46.37419509887695,transformer,dl
2024-01-12,STORE0005,SKU0031,46.93419647216797,transformer,dl
2024-01-13,STORE0005,SKU0031,55.441314697265625,transformer,dl
2024-01-14,STORE0005,SKU0031,55.19477462768555,transformer,dl
2024-01-01,STORE0005,SKU0033,84.13566589355469,transformer,dl
2024-01-02,STORE0005,SKU0033,84.09654235839844,transformer,dl
2024-01-03,STORE0005,SKU0033,83.18771362304688,transformer,dl
2024-01-04,STORE0005,SKU0033,82.64449310302734,transformer,dl
2024-01-05,STORE0005,SKU0033,82.9561767578125,transformer,dl
2024-01-06,STORE0005,SKU0033,98.27523040771484,transformer,dl
2024-01-07,STORE0005,SKU0033,99.29290771484375,transformer,dl
2024-01-08,STORE0005,SKU0033,84.94111633300781,transformer,dl
2024-01-09,STORE0005,SKU0033,84.4355697631836,transformer,dl
2024-01-10,STORE0005,SKU0033,83.94651794433594,transformer,dl
2024-01-11,STORE0005,SKU0033,83.83348083496094,transformer,dl
2024-01-12,STORE0005,SKU0033,83.80671691894531,transformer,dl
2024-01-13,STORE0005,SKU0033,97.98199462890625,transformer,dl
2024-01-14,STORE0005,SKU0033,97.9065933227539,transformer,dl
2024-01-01,STORE0005,SKU0034,124.94697570800781,transformer,dl
2024-01-02,STORE0005,SKU0034,125.56515502929688,transformer,dl
2024-01-03,STORE0005,SKU0034,125.71701049804688,transformer,dl
2024-01-04,STORE0005,SKU0034,125.7679443359375,transformer,dl
2024-01-05,STORE0005,SKU0034,125.702880859375,transformer,dl
2024-01-06,STORE0005,SKU0034,146.12831115722656,transformer,dl
2024-01-07,STORE0005,SKU0034,146.2877655029297,transformer,dl
2024-01-08,STORE0005,SKU0034,125.83818054199219,transformer,dl
2024-01-09,STORE0005,SKU0034,125.95271301269531,transformer,dl
2024-01-10,STORE0005,SKU0034,126.37786865234375,transformer,dl
2024-01-11,STORE0005,SKU0034,126.27284240722656,transformer,dl
2024-01-12,STORE0005,SKU0034,125.81709289550781,transformer,dl
2024-01-13,STORE0005,SKU0034,145.5733184814453,transformer,dl
2024-01-14,STORE0005,SKU0034,144.51524353027344,transformer,dl
2024-01-01,STORE0005,SKU0035,146.27589416503906,transformer,dl
2024-01-02,STORE0005,SKU0035,146.0070037841797,transformer,dl
2024-01-03,STORE0005,SKU0035,145.88238525390625,transformer,dl
2024-01-04,STORE0005,SKU0035,145.93675231933594,transformer,dl
2024-01-05,STORE0005,SKU0035,146.3567657470703,transformer,dl
2024-01-06,STORE0005,SKU0035,174.10328674316406,transformer,dl
2024-01-07,STORE0005,SKU0035,174.68702697753906,transformer,dl
2024-01-08,STORE0005,SKU0035,147.87109375,transformer,dl
2024-01-09,STORE0005,SKU0035,147.64202880859375,transformer,dl
2024-01-10,STORE0005,SKU0035,147.8548583984375,transformer,dl
2024-01-11,STORE0005,SKU0035,148.1160125732422,transformer,dl
2024-01-12,STORE0005,SKU0035,148.17465209960938,transformer,dl
2024-01-13,STORE0005,SKU0035,174.0805206298828,transformer,dl
2024-01-14,STORE0005,SKU0035,173.9259796142578,transformer,dl
2024-01-01,STORE0005,SKU0036,36.79679489135742,transformer,dl
2024-01-02,STORE0005,SKU0036,36.561500549316406,transformer,dl
2024-01-03,STORE0005,SKU0036,35.81066131591797,transformer,dl
2024-01-04,STORE0005,SKU0036,35.37532043457031,transformer,dl
2024-01-05,STORE0005,SKU0036,35.73370361328125,transformer,dl
2024-01-06,STORE0005,SKU0036,41.238975524902344,transformer,dl
2024-01-07,STORE0005,SKU0036,41.981998443603516,transformer,dl
2024-01-08,STORE0005,SKU0036,36.91785430908203,transformer,dl
2024-01-09,STORE0005,SKU0036,36.18804168701172,transformer,dl
2024-01-10,STORE0005,SKU0036,35.527462005615234,transformer,dl
2024-01-11,STORE0005,SKU0036,35.373634338378906,transformer,dl
2024-01-12,STORE0005,SKU0036,35.80471420288086,transformer,dl
2024-01-13,STORE0005,SKU0036,41.328948974609375,transformer,dl
2024-01-14,STORE0005,SKU0036,41.541561126708984,transformer,dl
2024-01-01,STORE0005,SKU0038,82.34375762939453,transformer,dl
2024-01-02,STORE0005,SKU0038,81.60218048095703,transformer,dl
2024-01-03,STORE0005,SKU0038,81.73433685302734,transformer,dl
2024-01-04,STORE0005,SKU0038,82.40959167480469,transformer,dl
2024-01-05,STORE0005,SKU0038,83.1781234741211,transformer,dl
2024-01-06,STORE0005,SKU0038,99.7071533203125,transformer,dl
2024-01-07,STORE0005,SKU0038,99.72775268554688,transformer,dl
2024-01-08,STORE0005,SKU0038,82.7728271484375,transformer,dl
2024-01-09,STORE0005,SKU0038,81.9014892578125,transformer,dl
2024-01-10,STORE0005,SKU0038,82.066650390625,transformer,dl
2024-01-11,STORE0005,SKU0038,82.9949951171875,transformer,dl
2024-01-12,STORE0005,SKU0038,83.53803253173828,transformer,dl
2024-01-13,STORE0005,SKU0038,99.98493194580078,transformer,dl
2024-01-14,STORE0005,SKU0038,99.6181640625,transformer,dl
2024-01-01,STORE0005,SKU0039,14.896465301513672,transformer,dl
2024-01-02,STORE0005,SKU0039,14.658584594726562,transformer,dl
2024-01-03,STORE0005,SKU0039,14.403118133544922,transformer,dl
2024-01-04,STORE0005,SKU0039,14.42498779296875,transformer,dl
2024-01-05,STORE0005,SKU0039,14.699851989746094,transformer,dl
2024-01-06,STORE0005,SKU0039,16.458236694335938,transformer,dl
2024-01-07,STORE0005,SKU0039,16.60599136352539,transformer,dl
2024-01-08,STORE0005,SKU0039,14.363162994384766,transformer,dl
2024-01-09,STORE0005,SKU0039,14.03519058227539,transformer,dl
2024-01-10,STORE0005,SKU0039,13.986228942871094,transformer,dl
2024-01-11,STORE0005,SKU0039,14.214195251464844,transformer,dl
2024-01-12,STORE0005,SKU0039,14.514789581298828,transformer,dl
2024-01-13,STORE0005,SKU0039,16.211917877197266,transformer,dl
2024-01-14,STORE0005,SKU0039,16.187267303466797,transformer,dl
2024-01-01,STORE0005,SKU0040,20.211685180664062,transformer,dl
2024-01-02,STORE0005,SKU0040,19.943099975585938,transformer,dl
2024-01-03,STORE0005,SKU0040,19.525630950927734,transformer,dl
2024-01-04,STORE0005,SKU0040,19.382503509521484,transformer,dl
2024-01-05,STORE0005,SKU0040,19.60845947265625,transformer,dl
2024-01-06,STORE0005,SKU0040,22.77924346923828,transformer,dl
2024-01-07,STORE0005,SKU0040,22.894798278808594,transformer,dl
2024-01-08,STORE0005,SKU0040,19.80594253540039,transformer,dl
2024-01-09,STORE0005,SKU0040,19.464088439941406,transformer,dl
2024-01-10,STORE0005,SKU0040,19.248096466064453,transformer,dl
2024-01-11,STORE0005,SKU0040,19.29043960571289,transformer,dl
2024-01-12,STORE0005,SKU0040,19.51667022705078,transformer,dl
2024-01-13,STORE0005,SKU0040,22.466712951660156,transformer,dl
2024-01-14,STORE0005,SKU0040,22.458724975585938,transformer,dl
2024-01-01,STORE0005,SKU0041,74.73737335205078,transformer,dl
2024-01-02,STORE0005,SKU0041,75.12194061279297,transformer,dl
2024-01-03,STORE0005,SKU0041,75.28134155273438,transformer,dl
2024-01-04,STORE0005,SKU0041,75.44696044921875,transformer,dl
2024-01-05,STORE0005,SKU0041,75.620849609375,transformer,dl
2024-01-06,STORE0005,SKU0041,90.11984252929688,transformer,dl
2024-01-07,STORE0005,SKU0041,89.81106567382812,transformer,dl
2024-01-08,STORE0005,SKU0041,74.66240692138672,transformer,dl
2024-01-09,STORE0005,SKU0041,74.21299743652344,transformer,dl
2024-01-10,STORE0005,SKU0041,74.44691467285156,transformer,dl
2024-01-11,STORE0005,SKU0041,75.26950073242188,transformer,dl
2024-01-12,STORE0005,SKU0041,76.03231048583984,transformer,dl
2024-01-13,STORE0005,SKU0041,90.093017578125,transformer,dl
2024-01-14,STORE0005,SKU0041,89.422119140625,transformer,dl
2024-01-01,STORE0005,SKU0043,41.64509582519531,transformer,dl
2024-01-02,STORE0005,SKU0043,41.4005126953125,transformer,dl
2024-01-03,STORE0005,SKU0043,41.18272399902344,transformer,dl
2024-01-04,STORE0005,SKU0043,41.276878356933594,transformer,dl
2024-01-05,STORE0005,SKU0043,41.69342041015625,transformer,dl
2024-01-06,STORE0005,SKU0043,47.87080764770508,transformer,dl
2024-01-07,STORE0005,SKU0043,48.29792785644531,transformer,dl
2024-01-08,STORE0005,SKU0043,41.651519775390625,transformer,dl
2024-01-09,STORE0005,SKU0043,41.24811935424805,transformer,dl
2024-01-10,STORE0005,SKU0043,41.151397705078125,transformer,dl
2024-01-11,STORE0005,SKU0043,41.359588623046875,transformer,dl
2024-01-12,STORE0005,SKU0043,41.765838623046875,transformer,dl
2024-01-13,STORE0005,SKU0043,47.573062896728516,transformer,dl
2024-01-14,STORE0005,SKU0043,47.64216613769531,transformer,dl
2024-01-01,STORE0005,SKU0045,57.72563171386719,transformer,dl
2024-01-02,STORE0005,SKU0045,57.619876861572266,transformer,dl
2024-01-03,STORE0005,SKU0045,57.665489196777344,transformer,dl
2024-01-04,STORE0005,SKU0045,57.637203216552734,transformer,dl
2024-01-05,STORE0005,SKU0045,57.864646911621094,transformer,dl
2024-01-06,STORE0005,SKU0045,68.53949737548828,transformer,dl
2024-01-07,STORE0005,SKU0045,68.97443389892578,transformer,dl
2024-01-08,STORE0005,SKU0045,57.606666564941406,transformer,dl
2024-01-09,STORE0005,SKU0045,57.14531326293945,transformer,dl
2024-01-10,STORE0005,SKU0045,57.20726013183594,transformer,dl
2024-01-11,STORE0005,SKU0045,57.448081970214844,transformer,dl
2024-01-12,STORE0005,SKU0045,57.89231491088867,transformer,dl
2024-01-13,STORE0005,SKU0045,68.22722625732422,transformer,dl
2024-01-14,STORE0005,SKU0045,68.2576904296875,transformer,dl
2024-01-01,STORE0005,SKU0048,59.68037033081055,transformer,dl
2024-01-02,STORE0005,SKU0048,59.22595977783203,transformer,dl
2024-01-03,STORE0005,SKU0048,59.23151397705078,transformer,dl
2024-01-04,STORE0005,SKU0048,59.39714813232422,transformer,dl
2024-01-05,STORE0005,SKU0048,59.75520324707031,transformer,dl
2024-01-06,STORE0005,SKU0048,69.95712280273438,transformer,dl
2024-01-07,STORE0005,SKU0048,70.42232513427734,transformer,dl
2024-01-08,STORE0005,SKU0048,59.615718841552734,transformer,dl
2024-01-09,STORE0005,SKU0048,59.14045715332031,transformer,dl
2024-01-10,STORE0005,SKU0048,59.195316314697266,transformer,dl
2024-01-11,STORE0005,SKU0048,59.42277145385742,transformer,dl
2024-01-12,STORE0005,SKU0048,59.71818542480469,transformer,dl
2024-01-13,STORE0005,SKU0048,69.21814727783203,transformer,dl
2024-01-14,STORE0005,SKU0048,69.27015686035156,transformer,dl
2024-01-01,STORE0005,SKU0049,52.39073181152344,transformer,dl
2024-01-02,STORE0005,SKU0049,51.890655517578125,transformer,dl
2024-01-03,STORE0005,SKU0049,51.464046478271484,transformer,dl
2024-01-04,STORE0005,SKU0049,51.600521087646484,transformer,dl
2024-01-05,STORE0005,SKU0049,52.21988296508789,transformer,dl
2024-01-06,STORE0005,SKU0049,60.559024810791016,transformer,dl
2024-01-07,STORE0005,SKU0049,60.44580841064453,transformer,dl
2024-01-08,STORE0005,SKU0049,52.4482421875,transformer,dl
2024-01-09,STORE0005,SKU0049,51.76953125,transformer,dl
2024-01-10,STORE0005,SKU0049,51.448612213134766,transformer,dl
2024-01-11,STORE0005,SKU0049,51.66564178466797,transformer,dl
2024-01-12,STORE0005,SKU0049,52.171302795410156,transformer,dl
2024-01-13,STORE0005,SKU0049,60.0189094543457,transformer,dl
2024-01-14,STORE0005,SKU0049,59.78089904785156,transformer,dl
2024-01-01,STORE0005,SKU0050,19.527847290039062,transformer,dl
2024-01-02,STORE0005,SKU0050,19.249427795410156,transformer,dl
2024-01-03,STORE0005,SKU0050,18.74944305419922,transformer,dl
2024-01-04,STORE0005,SKU0050,18.57073974609375,transformer,dl
2024-01-05,STORE0005,SKU0050,18.80213165283203,transformer,dl
2024-01-06,STORE0005,SKU0050,20.958873748779297,transformer,dl
2024-01-07,STORE0005,SKU0050,21.175384521484375,transformer,dl
2024-01-08,STORE0005,SKU0050,18.968643188476562,transformer,dl
2024-01-09,STORE0005,SKU0050,18.666427612304688,transformer,dl
2024-01-10,STORE0005,SKU0050,18.41762924194336,transformer,dl
2024-01-11,STORE0005,SKU0050,18.404369354248047,transformer,dl
2024-01-12,STORE0005,SKU0050,18.562698364257812,transformer,dl
2024-01-13,STORE0005,SKU0050,20.641681671142578,transformer,dl
2024-01-14,STORE0005,SKU0050,20.715972900390625,transformer,dl
2024-01-01,STORE0005,SKU0051,72.42650604248047,transformer,dl
2024-01-02,STORE0005,SKU0051,71.94706726074219,transformer,dl
2024-01-03,STORE0005,SKU0051,71.605224609375,transformer,dl
2024-01-04,STORE0005,SKU0051,71.63642120361328,transformer,dl
2024-01-05,STORE0005,SKU0051,72.36763000488281,transformer,dl
2024-01-06,STORE0005,SKU0051,85.16075134277344,transformer,dl
2024-01-07,STORE0005,SKU0051,85.3119888305664,transformer,dl
2024-01-08,STORE0005,SKU0051,72.72623443603516,transformer,dl
2024-01-09,STORE0005,SKU0051,71.8048095703125,transformer,dl
2024-01-10,STORE0005,SKU0051,71.69601440429688,transformer,dl
2024-01-11,STORE0005,SKU0051,71.666015625,transformer,dl
2024-01-12,STORE0005,SKU0051,72.06329345703125,transformer,dl
2024-01-13,STORE0005,SKU0051,84.445556640625,transformer,dl
2024-01-14,STORE0005,SKU0051,84.31561279296875,transformer,dl
2024-01-01,STORE0005,SKU0052,60.187129974365234,transformer,dl
2024-01-02,STORE0005,SKU0052,59.981388092041016,transformer,dl
2024-01-03,STORE0005,SKU0052,59.726097106933594,transformer,dl
2024-01-04,STORE0005,SKU0052,59.89452362060547,transformer,dl
2024-01-05,STORE0005,SKU0052,60.42122268676758,transformer,dl
2024-01-06,STORE0005,SKU0052,70.91252899169922,transformer,dl
2024-01-07,STORE0005,SKU0052,70.94264221191406,transformer,dl
2024-01-08,STORE0005,SKU0052,60.41044998168945,transformer,dl
2024-01-09,STORE0005,SKU0052,59.90003204345703,transformer,dl
2024-01-10,STORE0005,SKU0052,59.682228088378906,transformer,dl
2024-01-11,STORE0005,SKU0052,59.926509857177734,transformer,dl
2024-01-12,STORE0005,SKU0052,60.34697723388672,transformer,dl
