date,year,month,day,weekofyear,weekday,is_weekend,is_holiday,temperature,rain_mm,store_id,country,city,channel,latitude,longitude,sku_id,sku_name,category,subcategory,brand,units_sold,list_price,discount_pct,promo_flag,gross_sales,net_sales,stock_on_hand,stock_out_flag,lead_time_days,supplier_id,purchase_cost,margin_pct
2022-02-17,2022,2,17,7,3,0,0,11.21,2.83,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,37,3.55,0.0,0,131.35,131.35,198,0,7,S010,1.81,0.49
2022-02-18,2022,2,18,7,4,0,0,14.18,6.08,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,23,3.55,0.0,0,81.65,81.65,210,0,3,S009,1.79,0.497
2022-02-19,2022,2,19,7,5,1,0,17.91,1.93,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,26,3.55,0.0,0,92.3,92.3,285,0,4,S022,2.64,0.255
2022-02-20,2022,2,20,7,6,1,0,13.18,7.06,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,23,3.55,0.0,0,81.65,81.65,416,0,4,S006,2.57,0.276
2022-02-21,2022,2,21,8,0,0,0,11.87,2.55,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,22,3.55,0.0,0,78.1,78.1,254,0,8,S031,2.63,0.26
2022-02-22,2022,2,22,8,1,0,0,19.34,7.4,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,10,3.55,0.0,0,35.5,35.5,355,0,11,S037,2.1,0.408
2022-02-23,2022,2,23,8,2,0,0,9.51,5.72,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,27,3.55,0.0,0,95.85,95.85,361,0,9,S048,2.64,0.257
2022-02-24,2022,2,24,8,3,0,0,7.42,2.63,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,19,3.55,0.0,0,67.45,67.45,279,0,9,S004,2.11,0.407
2022-02-25,2022,2,25,8,4,0,0,15.49,0.53,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,37,3.55,0.0,0,131.35,131.35,368,0,7,S036,2.0,0.435
2022-02-26,2022,2,26,8,5,1,0,12.82,4.42,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,26,3.55,0.0,0,92.3,92.3,101,0,5,S026,2.18,0.385
2022-02-27,2022,2,27,8,6,1,0,11.42,0.92,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,33,3.55,0.0,0,117.15,117.15,309,0,5,S017,2.47,0.305
2022-02-28,2022,2,28,9,0,0,0,16.76,3.43,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,36,3.55,0.0,0,127.8,127.8,296,0,7,S006,2.05,0.422
2022-03-01,2022,3,1,9,1,0,0,10.9,3.52,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,46,3.55,0.0,0,163.3,163.3,281,0,6,S026,2.62,0.262
2022-03-02,2022,3,2,9,2,0,0,8.65,5.18,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,26,3.55,0.0,0,92.3,92.3,293,0,7,S033,2.1,0.409
2022-03-03,2022,3,3,9,3,0,0,6.68,10.28,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,16,3.55,0.0,0,56.8,56.8,322,0,6,S028,1.93,0.455
2022-03-04,2022,3,4,9,4,0,0,13.31,3.18,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,23,3.55,0.0,0,81.65,81.65,355,0,8,S050,1.68,0.525
2022-03-05,2022,3,5,9,5,1,0,12.81,0.47,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,24,3.55,0.0,0,85.2,85.2,303,0,7,S045,2.24,0.369
2022-03-06,2022,3,6,9,6,1,0,10.73,1.92,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,11,3.55,0.0,0,39.05,39.05,240,0,6,S009,2.4,0.323
2022-03-07,2022,3,7,10,0,0,0,16.74,3.31,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,23,3.55,0.0,0,81.65,81.65,263,0,5,S049,2.51,0.292
2022-03-08,2022,3,8,10,1,0,0,8.16,0.08,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,33,3.55,0.0,0,117.15,117.15,311,0,1,S009,2.45,0.31
2022-03-09,2022,3,9,10,2,0,0,6.97,0.77,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,35,3.55,0.0,0,124.25,124.25,139,0,6,S031,2.37,0.333
2022-03-10,2022,3,10,10,3,0,0,9.64,0.43,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,27,3.55,0.0,0,95.85,95.85,197,0,6,S036,2.39,0.327
2022-03-11,2022,3,11,10,4,0,0,11.75,2.46,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,41,3.55,0.0,0,145.55,145.55,329,0,9,S013,2.64,0.255
2022-03-12,2022,3,12,10,5,1,0,12.78,0.47,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,24,3.55,0.0,0,85.2,85.2,338,0,9,S032,2.66,0.251
2022-03-13,2022,3,13,10,6,1,0,11.5,5.36,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,43,3.55,0.0,0,152.65,152.65,422,0,2,S026,2.31,0.35
2022-03-14,2022,3,14,11,0,0,0,13.44,2.0,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,23,3.55,0.0,0,81.65,81.65,160,0,6,S042,1.9,0.464
2022-03-15,2022,3,15,11,1,0,0,8.8,1.97,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,37,3.55,0.0,0,131.35,131.35,427,0,6,S037,1.76,0.503
2022-03-16,2022,3,16,11,2,0,0,17.05,1.02,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,42,3.55,0.0,0,149.1,149.1,149,0,5,S013,2.01,0.433
2022-03-17,2022,3,17,11,3,0,0,12.64,2.47,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,24,3.55,0.0,0,85.2,85.2,168,0,8,S036,2.35,0.338
2022-03-18,2022,3,18,11,4,0,0,16.4,4.48,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,21,3.55,0.0,0,74.55,74.55,260,0,7,S040,2.05,0.422
2022-03-19,2022,3,19,11,5,1,0,14.24,0.6,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,23,3.55,0.0,0,81.65,81.65,324,0,8,S048,1.68,0.528
2022-03-20,2022,3,20,11,6,1,0,14.75,0.03,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,31,3.55,0.0,0,110.05,110.05,305,0,7,S034,2.62,0.263
2022-03-21,2022,3,21,12,0,0,0,15.25,1.09,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,27,3.55,0.0,0,95.85,95.85,290,0,7,S016,1.83,0.484
2022-03-22,2022,3,22,12,1,0,0,15.04,2.04,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,23,3.55,0.0,0,81.65,81.65,288,0,11,S016,2.2,0.381
2022-03-23,2022,3,23,12,2,0,0,15.78,0.46,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,27,3.55,0.0,0,95.85,95.85,311,0,9,S005,1.74,0.51
2022-03-24,2022,3,24,12,3,0,0,18.0,0.57,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,21,3.55,0.0,0,74.55,74.55,290,0,8,S018,2.02,0.43
2022-03-25,2022,3,25,12,4,0,0,14.76,4.62,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,23,3.55,0.0,0,81.65,81.65,336,0,7,S050,2.15,0.395
2022-03-26,2022,3,26,12,5,1,0,16.45,2.79,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,15,3.55,0.0,0,53.25,53.25,241,0,5,S028,1.76,0.503
2022-03-27,2022,3,27,12,6,1,0,14.21,2.58,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,33,3.55,0.0,0,117.15,117.15,394,0,7,S021,2.42,0.318
2022-03-28,2022,3,28,13,0,0,0,18.96,4.55,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,24,3.55,0.0,0,85.2,85.2,285,0,9,S044,2.48,0.302
2022-03-29,2022,3,29,13,1,0,0,12.76,1.59,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,26,3.55,0.0,0,92.3,92.3,180,0,6,S060,1.81,0.49
2022-03-30,2022,3,30,13,2,0,0,20.34,3.17,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,17,3.55,0.0,0,60.35,60.35,292,0,6,S037,2.54,0.285
2022-03-31,2022,3,31,13,3,0,0,14.97,1.69,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,23,3.55,0.0,0,81.65,81.65,390,0,7,S006,2.21,0.377
2022-04-01,2022,4,1,13,4,0,0,5.88,2.8,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,14,3.55,0.0,0,49.7,49.7,310,0,6,S008,2.4,0.323
2022-04-02,2022,4,2,13,5,1,0,10.73,0.25,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,37,3.55,0.0,0,131.35,131.35,174,0,8,S043,1.95,0.452
2022-04-03,2022,4,3,13,6,1,0,8.47,5.32,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,40,3.55,0.0,0,142.0,142.0,253,0,6,S027,1.88,0.471
2022-04-04,2022,4,4,14,0,0,0,13.21,1.6,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,10,3.55,0.0,0,35.5,35.5,411,0,8,S028,2.53,0.288
2022-04-05,2022,4,5,14,1,0,0,8.9,6.27,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,33,3.55,0.0,0,117.15,117.15,229,0,7,S024,1.83,0.483
2022-04-06,2022,4,6,14,2,0,0,9.69,4.78,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,31,3.55,0.0,0,110.05,110.05,265,0,7,S023,2.16,0.392
2022-04-07,2022,4,7,14,3,0,0,5.53,4.9,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,21,3.55,0.0,0,74.55,74.55,230,0,11,S013,2.47,0.304
2022-04-08,2022,4,8,14,4,0,0,10.02,5.71,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,16,3.55,0.0,0,56.8,56.8,399,0,5,S021,2.4,0.323
2022-04-09,2022,4,9,14,5,1,0,4.27,2.27,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,26,3.55,0.0,0,92.3,92.3,186,0,7,S023,2.23,0.373
2022-04-10,2022,4,10,14,6,1,0,6.96,2.59,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,55,3.55,0.0,0,195.25,195.25,437,0,7,S039,2.31,0.35
2022-04-11,2022,4,11,15,0,0,0,14.16,0.15,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,28,3.55,0.0,0,99.4,99.4,299,0,9,S042,2.07,0.417
2022-04-12,2022,4,12,15,1,0,0,14.41,1.05,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,22,3.55,0.0,0,78.1,78.1,366,0,10,S002,2.06,0.42
2022-04-13,2022,4,13,15,2,0,0,13.5,3.85,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,9,3.55,0.0,0,31.95,31.95,423,0,7,S050,2.29,0.356
2022-04-14,2022,4,14,15,3,0,0,9.49,5.61,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,31,3.55,0.0,0,110.05,110.05,290,0,6,S020,2.26,0.364
2022-04-15,2022,4,15,15,4,0,0,12.41,1.58,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,35,3.55,0.0,0,124.25,124.25,278,0,10,S011,2.28,0.357
2022-04-16,2022,4,16,15,5,1,0,12.71,0.65,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,34,3.55,0.0,0,120.7,120.7,320,0,8,S023,1.92,0.459
2022-04-17,2022,4,17,15,6,1,0,9.41,2.0,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,61,3.55,0.0,0,216.55,216.55,391,0,9,S040,1.66,0.532
2022-04-18,2022,4,18,16,0,0,0,17.56,3.8,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,23,3.55,0.0,0,81.65,81.65,195,0,6,S053,2.28,0.358
2022-04-19,2022,4,19,16,1,0,0,15.84,2.33,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,35,3.55,0.0,0,124.25,124.25,330,0,5,S052,1.75,0.506
2022-04-20,2022,4,20,16,2,0,0,12.71,4.89,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,30,3.55,0.0,0,106.5,106.5,197,0,10,S029,1.79,0.496
2022-04-21,2022,4,21,16,3,0,0,13.62,0.35,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,26,3.55,0.0,0,92.3,92.3,290,0,5,S040,2.45,0.311
2022-04-22,2022,4,22,16,4,0,0,14.32,1.66,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,28,3.55,0.0,0,99.4,99.4,360,0,6,S010,2.17,0.39
2022-04-23,2022,4,23,16,5,1,0,7.73,0.48,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,32,3.55,0.0,0,113.6,113.6,283,0,7,S029,1.67,0.531
2022-04-24,2022,4,24,16,6,1,0,13.27,1.56,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,31,3.55,0.0,0,110.05,110.05,248,0,9,S003,2.16,0.391
2022-04-25,2022,4,25,17,0,0,0,12.13,0.64,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,21,3.55,0.0,0,74.55,74.55,288,0,5,S060,2.54,0.286
2022-04-26,2022,4,26,17,1,0,0,11.32,6.36,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,34,3.55,0.0,0,120.7,120.7,403,0,4,S053,2.07,0.418
2022-04-27,2022,4,27,17,2,0,0,13.64,2.98,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,32,3.55,0.0,0,113.6,113.6,268,0,5,S015,2.42,0.317
2022-04-28,2022,4,28,17,3,0,0,20.03,2.9,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,33,3.55,0.0,0,117.15,117.15,99,0,3,S013,2.24,0.368
2022-04-29,2022,4,29,17,4,0,0,16.71,3.87,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,18,3.55,0.0,0,63.9,63.9,210,0,7,S044,1.63,0.54
2022-04-30,2022,4,30,17,5,1,0,13.22,1.42,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,37,3.55,0.0,0,131.35,131.35,294,0,7,S024,1.66,0.531
2022-05-01,2022,5,1,17,6,1,1,11.89,5.12,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,27,3.55,0.0,0,95.85,95.85,317,0,5,S010,2.03,0.428
2022-05-02,2022,5,2,18,0,0,0,14.54,1.77,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,29,3.55,0.0,0,102.95,102.95,179,0,5,S049,1.86,0.476
2022-05-03,2022,5,3,18,1,0,0,13.29,4.01,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,24,3.55,0.0,0,85.2,85.2,253,0,6,S047,2.22,0.375
2022-05-04,2022,5,4,18,2,0,0,10.87,1.22,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,30,3.55,0.0,0,106.5,106.5,441,0,4,S055,2.34,0.342
2022-05-05,2022,5,5,18,3,0,0,8.92,2.66,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,26,3.55,0.0,0,92.3,92.3,353,0,7,S006,2.42,0.317
2022-05-06,2022,5,6,18,4,0,0,13.13,4.45,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,39,3.55,0.0,0,138.45,138.45,179,0,4,S008,2.64,0.256
2022-05-07,2022,5,7,18,5,1,0,12.38,3.13,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,20,3.55,0.0,0,71.0,71.0,213,0,10,S048,1.95,0.45
2022-05-08,2022,5,8,18,6,1,0,14.06,0.71,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,35,3.55,0.0,0,124.25,124.25,300,0,8,S004,2.4,0.323
2022-05-09,2022,5,9,19,0,0,0,13.45,0.61,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,32,3.55,0.0,0,113.6,113.6,351,0,6,S016,2.36,0.336
2022-05-10,2022,5,10,19,1,0,0,14.86,5.38,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,12,3.55,0.0,0,42.6,42.6,228,0,6,S040,1.72,0.515
2022-05-11,2022,5,11,19,2,0,0,10.28,1.57,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,32,3.55,0.0,0,113.6,113.6,370,0,3,S060,1.83,0.484
2022-05-12,2022,5,12,19,3,0,0,16.0,6.93,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,21,3.55,0.0,0,74.55,74.55,289,0,4,S010,2.29,0.354
2022-05-13,2022,5,13,19,4,0,0,12.81,0.7,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,19,3.55,0.0,0,67.45,67.45,328,0,8,S056,2.63,0.26
2022-05-14,2022,5,14,19,5,1,0,18.61,3.92,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,41,3.55,0.0,0,145.55,145.55,523,0,6,S054,1.61,0.546
2022-05-15,2022,5,15,19,6,1,0,10.49,1.01,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,30,3.55,0.0,0,106.5,106.5,402,0,9,S053,1.84,0.481
2022-05-16,2022,5,16,20,0,0,0,17.93,3.81,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,31,3.55,0.0,0,110.05,110.05,252,0,5,S019,1.92,0.458
2022-05-17,2022,5,17,20,1,0,0,13.48,0.37,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,28,3.55,0.0,0,99.4,99.4,465,0,3,S001,1.62,0.544
2022-05-18,2022,5,18,20,2,0,0,11.09,1.51,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,19,3.55,0.0,0,67.45,67.45,455,0,4,S022,2.42,0.317
2022-05-19,2022,5,19,20,3,0,0,11.76,2.12,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,27,3.55,0.0,0,95.85,95.85,263,0,3,S045,2.36,0.336
2022-05-20,2022,5,20,20,4,0,0,12.41,1.01,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,31,3.55,0.0,0,110.05,110.05,305,0,6,S052,1.69,0.523
2022-05-21,2022,5,21,20,5,1,0,14.81,4.22,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,3,3.55,0.0,0,10.65,10.65,172,0,5,S008,2.11,0.405
2022-05-22,2022,5,22,20,6,1,0,15.27,0.46,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,28,3.55,0.0,0,99.4,99.4,333,0,7,S020,2.4,0.325
2022-05-23,2022,5,23,21,0,0,0,12.14,1.31,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,11,3.55,0.0,0,39.05,39.05,173,0,9,S029,1.75,0.507
2022-05-24,2022,5,24,21,1,0,0,13.94,0.98,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,27,3.55,0.0,0,95.85,95.85,409,0,7,S031,1.7,0.522
2022-05-25,2022,5,25,21,2,0,0,20.6,5.69,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,32,3.55,0.0,0,113.6,113.6,261,0,7,S002,1.95,0.45
2022-05-26,2022,5,26,21,3,0,0,19.51,1.43,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,34,3.55,0.0,0,120.7,120.7,224,0,4,S022,2.13,0.399
2022-05-27,2022,5,27,21,4,0,0,15.79,9.24,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,25,3.55,0.0,0,88.75,88.75,276,0,6,S014,1.66,0.532
2022-05-28,2022,5,28,21,5,1,0,14.75,4.35,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,26,3.55,0.0,0,92.3,92.3,395,0,13,S048,1.79,0.495
2022-05-29,2022,5,29,21,6,1,0,15.15,1.94,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,35,3.55,0.0,0,124.25,124.25,390,0,6,S035,2.27,0.362
2022-05-30,2022,5,30,22,0,0,0,16.78,1.21,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,24,3.55,0.0,0,85.2,85.2,442,0,5,S014,2.1,0.407
2022-05-31,2022,5,31,22,1,0,0,12.02,2.07,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,30,3.55,0.0,0,106.5,106.5,279,0,9,S014,2.27,0.361
2022-06-01,2022,6,1,22,2,0,0,9.4,3.64,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,41,3.55,0.0,0,145.55,145.55,161,0,4,S035,2.07,0.418
2022-06-02,2022,6,2,22,3,0,0,5.34,1.54,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,25,3.55,0.0,0,88.75,88.75,404,0,5,S034,2.64,0.256
2022-06-03,2022,6,3,22,4,0,0,11.71,5.34,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,26,3.55,0.0,0,92.3,92.3,337,0,7,S049,2.3,0.351
2022-06-04,2022,6,4,22,5,1,0,12.63,4.15,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,51,3.55,0.0,0,181.05,181.05,144,0,8,S017,2.27,0.361
2022-06-05,2022,6,5,22,6,1,0,9.41,4.15,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0008,BrandB Juice,Beverages,Juice,BrandB,58,3.55,0.0,0,205.9,205.9,286,0,10,S036,1.78,0.5
